2018-1-19, 14:55, 1
2018-1-19, 15:0, 1
2018-1-19, 15:5, 1
2018-1-19, 15:10, 1
2018-1-19, 15:15, 1
2018-1-19, 15:20, 1
2018-1-19, 15:25, 1
2018-1-19, 15:30, 1
2018-1-19, 15:35, 1
2018-1-19, 15:40, 1
2018-1-19, 15:45, 1
2018-1-19, 15:50, 1
2018-1-19, 15:55, 1
2018-1-19, 16:0, 1
2018-1-19, 16:5, 1
2018-1-19, 16:10, 1
2018-1-19, 16:15, 1
2018-1-19, 16:20, 1
2018-1-19, 16:25, 1
2018-1-19, 16:30, 1
2018-1-19, 16:35, 1
2018-1-19, 16:40, 1
2018-1-19, 16:45, 1
2018-1-19, 16:50, 1
2018-1-19, 16:55, 1
2018-1-19, 17:0, 1
2018-1-19, 17:5, 1
2018-1-19, 17:10, 1
2018-1-19, 17:15, 1
2018-1-19, 17:20, 1
2018-1-19, 17:25, 1
2018-1-19, 17:30, 1
2018-1-19, 17:35, 1
2018-1-19, 17:40, 1
2018-1-19, 17:45, 1
2018-1-19, 17:50, 1
2018-1-19, 17:55, 1
2018-1-19, 18:0, 1
2018-1-19, 18:5, 1
2018-1-19, 18:10, 1
2018-1-19, 18:15, 1
2018-1-19, 18:20, 1
2018-1-19, 18:25, 1
2018-1-19, 18:30, 1
2018-1-19, 18:35, 1
2018-1-19, 18:40, 1
2018-1-19, 18:45, 1
2018-1-19, 18:50, 1
2018-1-19, 18:55, 1
2018-1-19, 19:0, 1
2018-1-19, 19:5, 1
2018-1-19, 19:10, 1
2018-1-19, 19:15, 1
2018-1-19, 19:20, 1
2018-1-19, 19:25, 1
2018-1-19, 19:30, 1
2018-1-19, 19:35, 1
2018-1-19, 19:40, 1
2018-1-19, 19:45, 1
2018-1-19, 19:50, 1
2018-1-19, 19:55, 1
2018-1-19, 20:0, 1
2018-1-19, 20:5, 1
2018-1-19, 20:10, 1
2018-1-19, 20:15, 1
2018-1-19, 20:20, 1
2018-1-19, 20:25, 1
2018-1-19, 20:30, 1
2018-1-19, 20:35, 1
2018-1-19, 20:40, 1
2018-1-19, 20:45, 1
2018-1-19, 20:50, 1
2018-1-19, 20:55, 1
2018-1-19, 21:0, 1
2018-1-19, 21:5, 1
2018-1-19, 21:10, 1
2018-1-19, 21:15, 1
2018-1-19, 21:20, 1
2018-1-19, 21:25, 1
2018-1-19, 21:30, 1
2018-1-19, 21:35, 1
2018-1-19, 21:40, 1
2018-1-19, 21:45, 1
2018-1-19, 21:50, 1
2018-1-19, 21:55, 1
2018-1-19, 22:0, 1
2018-1-19, 22:5, 1
2018-1-19, 22:10, 1
